,Date,Close,High,Low,Open,Volume,Returns,Volatility,SMA_10,SMA_20,SMA_50,RSI,Upper_BB,Lower_BB,Close_Z_Score,Anomaly_IsoForest,Anomaly_DBSCAN,Color,Anomaly_IF,Anomaly_Autoencoder,Combined_Anomaly
31,2002-04-01,1.6032956838607788,1.6874581903212342,1.5990876227486528,1.6874581903212342,1880000,-0.05693081317532278,0.031058162616012457,1.6295546770095826,1.6747499346733092,,35.55856249450029,1.8309597859823745,1.518540083364244,-0.5876238868720148,1,0,blue,1,1,0
32,2002-04-02,1.5687894821166992,1.5990880437887967,1.5443824322909525,1.5990880437887967,2098400,-0.021522044929970563,0.03111734677469532,1.6239999532699585,1.6702893376350403,,33.41969449029763,1.8334530430667813,1.5071256322032993,-0.5909130993053452,1,0,blue,1,1,0
33,2002-04-03,1.565422773361206,1.5822551796390014,1.551956784128068,1.5696308347988412,567200,-0.0021460551551828466,0.030740090277546712,1.623158323764801,1.6675540506839752,,34.03693300306006,1.8360068409950359,1.4991012603729146,-0.5912340219145649,1,0,blue,1,1,0
34,2002-04-04,1.5948796272277832,1.6032957497981581,1.5612144948372904,1.5612144948372904,763200,0.018817187514992284,0.031040214261940653,1.6309854149818421,1.6658707976341247,,37.04169674986821,1.836621956573329,1.4951196386949204,-0.5884261252152022,1,0,blue,1,1,0
35,2002-04-05,1.556165099143982,1.6327529855852285,1.556165099143982,1.5948799448933075,837600,-0.024274263350579472,0.028495918262785535,1.6287971973419189,1.6577491223812104,,37.95339173677207,1.833324380405007,1.4821738643574138,-0.592116485228402,1,0,blue,1,1,0
36,2002-04-08,1.5401737689971924,1.5654226166776022,1.495567744324773,1.5654226166776022,1558400,-0.010276114118987767,0.02773563144546919,1.6203809022903441,1.6468079805374145,,42.71133625123524,1.8230885150069427,1.4705274460678863,-0.5936408164872992,1,0,blue,1,0,0
37,2002-04-09,1.5948796272277832,1.615920254708217,1.5317577447864816,1.5317577447864816,3562400,0.03551927667629995,0.028989849202918725,1.6139003872871398,1.6374659359455108,,51.80896532484221,1.8031257727946626,1.471806099096359,-0.5884261252152022,1,0,blue,1,0,0
38,2002-04-10,1.5923550128936768,1.6032960707416646,1.5780473769218275,1.590671723831746,1302400,-0.0015829497668703452,0.028961982699794407,1.6049791812896728,1.6278714179992675,,57.18849796882163,1.7793586482612922,1.4763841877372428,-0.588666777400531,1,0,blue,1,0,0
39,2002-04-11,1.5570067167282104,1.5915133392297345,1.5570067167282104,1.5915133392297345,1444000,-0.022198753342843047,0.029203369418098913,1.5873050570487977,1.617266947031021,,47.8991682657893,1.75631112647308,1.478222767588962,-0.5920362602577522,1,0,blue,1,1,0
40,2002-04-12,1.5359656810760498,1.5696306501996669,1.5199747605446186,1.5696306501996669,1236000,-0.013513773207333935,0.02922512602470461,1.5708933472633362,1.6056945741176605,,40.707937092091086,1.729851282148064,1.481537866087257,-0.594041941340548,1,0,blue,1,0,0
41,2002-04-15,1.5620564222335815,1.5628980667485688,1.5309163778154382,1.5317580223304255,1559200,0.016986539138851953,0.02908698787497616,1.5667694211006165,1.5981620490550994,,39.530732347366055,1.712905318931278,1.4834187791789208,-0.5915549104338537,1,0,blue,1,0,0
42,2002-04-16,1.5990877151489258,1.6159202816245517,1.578047087318019,1.578047087318019,1225600,0.023706757571786863,0.027455271375921336,1.5697992444038391,1.5968995988368988,,41.433575221655296,1.7109840119860094,1.4828151856877883,-0.5880250003619534,1,0,blue,1,1,0
43,2002-04-17,1.6672594547271729,1.704291007996711,1.6201284890832932,1.6201284890832932,3348800,0.04263164486377047,0.028063545807138768,1.5799829125404359,1.6015706181526184,,43.316414643861506,1.7192721193866096,1.483869116918627,-0.5815267095594602,1,0,blue,1,1,0
44,2002-04-18,1.6672594547271729,1.6958747239999163,1.6613681040875963,1.667259454727173,984800,0.0,0.02649525397995145,1.5872208952903748,1.6091031551361084,,46.46099253952725,1.7231359501606718,1.495070360111545,-0.5815267095594602,1,0,blue,1,0,0
45,2002-04-19,1.7059739828109741,1.712706976663331,1.6672591477644956,1.6672591477644956,646400,0.02322045796413641,0.02554337433611341,1.6022017836570739,1.6154994904994964,,62.65559275852686,1.7363454120567015,1.4946535689422913,-0.5778363495462604,1,0,blue,1,1,0
46,2002-04-22,1.6832504272460938,1.6958747733449855,1.6672595032396202,1.6958747733449855,772800,-0.013319989515571784,0.02511292595597048,1.616509449481964,1.6184451758861542,,64.52988607535937,1.743012892546409,1.4938774592258994,-0.5800024123904939,1,0,blue,1,0,0
47,2002-04-23,1.6453769207000732,1.7042907388464006,1.6411688596298672,1.6790420513706832,824800,-0.02250022096116977,0.025237535914242007,1.6215591788291932,1.6177297830581665,,59.33198054974736,1.7414618191434152,1.4939977469729178,-0.5836126042495954,1,0,blue,1,0,0
48,2002-04-24,1.6335945129394531,1.6504270812800015,1.632752868469699,1.6428524415794816,1064800,-0.007160917120198174,0.02508220136728335,1.6256831288337708,1.6153311550617218,,54.71312629269785,1.73566586488058,1.4949964452428635,-0.5847357311120716,1,0,blue,1,0,0
49,2002-04-25,1.632752776145935,1.6335944205680988,1.6133954360179505,1.6335944205680988,1727200,-0.0005152666630861003,0.023917027128636383,1.6332577347755433,1.6102813959121705,1.6427008366584779,60.270832653901664,1.7174488235869962,1.5031139682373447,-0.5848159674460317,1,0,blue,1,0,0
50,2002-04-26,1.6201285123825073,1.6479021376022596,1.6201285123825073,1.6243365741777887,1653600,-0.007731889326948127,0.023628742148319337,1.641674017906189,1.6062836825847626,1.6412700819969177,60.820089508541905,1.704976311710025,1.5075910534595003,-0.5860193420057782,1,0,blue,1,1,0
51,2002-04-29,1.5906713008880615,1.6117119269858593,1.582255018343495,1.6117119269858593,2562400,-0.01818202153058035,0.020246165730200816,1.6445355057716369,1.6056524634361267,1.6394184994697572,49.388724352119155,1.7045867489423372,1.5067181779299161,-0.5888272727950717,1,0,blue,1,0,0
52,2002-04-30,1.6032956838607788,1.6243363104758928,1.5738389350214128,1.5780469961335388,6894400,0.00793651269477813,0.019677057315042556,1.6449563026428222,1.6073777735233308,1.6379877257347106,51.54387642394368,1.7047972216532827,1.5099583253933788,-0.5876238868720148,1,0,blue,1,1,0
53,2002-05-01,1.725331425666809,1.725331425666809,1.6243363511729758,1.6243363511729758,1672000,0.07611555562362948,0.025793065566908333,1.650763499736786,1.6153732061386108,1.6403442692756653,69.08390859467201,1.7239083426394903,1.5068380696377313,-0.575991152494695,1,0,blue,1,0,0
54,2002-05-02,1.7531051635742188,1.7665711529979649,1.7169152568001802,1.7169152568001802,3316000,0.016097624777613673,0.02572448699577879,1.6593480706214905,1.6232844829559325,1.6421621823310852,74.24812750735099,1.7474683446223898,1.4991006212894753,-0.5733436943733217,1,0,blue,1,1,0
55,2002-05-03,1.7505797147750854,1.751421358932094,1.7303807365885124,1.7505797147750854,463200,-0.0014405575042539809,0.024846345514804642,1.6638086438179016,1.6330052137374877,1.6440137481689454,72.22210980823297,1.765242609387501,1.5007678180874744,-0.5735844261018225,1,0,blue,1,0,0
56,2002-05-06,1.8305344581604004,1.9012309742142912,1.749738531542946,1.749738531542946,2146400,0.04567329480085269,0.026017001412734206,1.6785370469093324,1.647523248195648,1.6480535435676575,74.77470074092525,1.7991784114815612,1.495868084909735,-0.5659629516203015,1,0,blue,1,0,0
57,2002-05-07,1.8094940185546875,1.8515752748001453,1.805285957141043,1.8221183633228741,452800,-0.011494151072609426,0.025614358475361507,1.6949487566947936,1.6582539677619934,1.6514200377464294,66.93382700658364,1.82394666581438,1.492561269709607,-0.5679685758865458,1,0,blue,1,0,0
58,2002-05-08,1.8852401971817017,1.893656480310755,1.8263265363328276,1.8263265363328276,658400,0.04186041945997454,0.0266997139817566,1.7201133251190186,1.6728982269763946,1.6563014554977418,71.98637066378927,1.8639054315399342,1.481891022412855,-0.560748271711515,1,0,blue,1,1,0
59,2002-05-09,1.923113226890564,1.9525701350649298,1.8936563187161983,1.8936563187161983,847200,0.02008923306721333,0.025773309266073775,1.7491493701934815,1.6912035524845124,1.6625294780731201,71.93873569010753,1.9043369814722684,1.4780701234967564,-0.5571381253056547,1,0,blue,1,0,0
60,2002-05-10,1.8566251993179321,1.9719279256454818,1.8515754929212378,1.9357380153267485,696000,-0.03457312166696225,0.02721413212694636,1.7727990388870238,1.7072365283966064,1.6675118970870972,66.09372645070309,1.9194416061234767,1.4950314506697362,-0.5634759207136072,1,0,blue,1,0,0
61,2002-05-13,1.8094940185546875,1.8574666249901488,1.7547884175410429,1.8574666249901488,1929600,-0.025385404001065592,0.028260163202589398,1.7946813106536865,1.7196084082126617,1.6710972213745117,64.97696093171045,1.9249144899419115,1.514302326483412,-0.5679685758865458,1,0,blue,1,1,0
62,2002-05-14,1.7505797147750854,1.885239729879448,1.7505797147750854,1.8515747662351596,3958400,-0.03255844074392644,0.02936711429844962,1.8094097137451173,1.7271830081939696,1.6729487872123718,59.83018653596922,1.924801344362409,1.5295646720255303,-0.5735844261018225,1,0,blue,1,0,0
63,2002-05-15,1.6706258058547974,1.7674126573670692,1.6706258058547976,1.7421639693298656,5829600,-0.045672818121601844,0.030032355517464075,1.803939151763916,1.727351325750351,1.6739587330818175,52.8089776376019,1.9247603856996252,1.5299422658010768,-0.5812058210401714,1,0,blue,1,0,0
64,2002-05-16,1.733747959136963,1.7421642433153852,1.6706260685896994,1.6706260685896994,5286400,0.03778353779820143,0.031164762460188553,1.8020034313201905,1.7306757509708404,1.6760627985000611,57.83971145264838,1.9260528214390158,1.535298680502665,-0.5751888686982665,1,0,blue,1,1,0
65,2002-05-17,1.7867703437805176,1.80949426375892,1.746372370837097,1.746372370837097,4351200,0.030582521735136536,0.031465504072772016,1.8056224942207337,1.7347155690193177,1.6774262332916259,63.104621691019254,1.9312797258431817,1.5381514121954536,-0.5701346500940897,1,0,blue,1,0,0
66,2002-05-20,1.7993946075439453,1.8094941805791755,1.7758292046738537,1.786770261645358,2336000,0.007065409277342782,0.031245925946444764,1.8025085091590882,1.7405227780342103,1.6782341933250426,63.10461581259202,1.9375470701396271,1.5434984859287935,-0.5689312755343431,1,0,blue,1,0,0
67,2002-05-21,1.725331425666809,1.9062807869849523,1.7211233644492518,1.9020727257673948,3872000,-0.04116005548011925,0.0323322597633341,1.7940922498703002,1.744520503282547,1.6771064114570617,50.0,1.9365986794471777,1.5524423271179164,-0.575991152494695,1,0,blue,1,1,0
68,2002-05-22,1.7884535789489746,1.8094942092895507,1.7084991194438772,1.7219651100196642,1847200,0.036585523420678445,0.03308908520634119,1.7844135880470275,1.752263456583023,1.6771905755996703,52.40275348658716,1.9378907547352304,1.5666361584308157,-0.5699742001527901,1,0,blue,1,0,0
69,2002-05-23,1.886082410812378,1.9104896232005908,1.7884538823141203,1.7884538823141203,2157600,0.05458840699727707,0.03484832261716213,1.780710506439209,1.7649299383163453,1.6795303010940552,58.15608393968735,1.9507929383567602,1.5790669382759304,-0.5606679899243138,1,0,blue,1,0,0
70,2002-05-24,1.9744529724121094,1.9946521218548008,1.8801910241402573,1.8801910241402573,2212000,0.046854029862708035,0.03569440651601224,1.7924932837486267,1.7826461613178253,1.6836710977554321,58.57576042572646,1.977713851560857,1.5875784710747936,-0.5522442998262259,1,0,blue,1,1,0
71,2002-05-28,2.0375747680664062,2.044307924552178,1.9609868788409002,1.9820275112770784,2082400,0.03196925757982649,0.0353303183643692,1.8153013586997986,1.8049913346767426,1.6901684546470641,62.9417510271392,2.0096179677082033,1.600364701645282,-0.5462273815742519,1,0,blue,1,0,0
72,2002-05-29,1.9862357378005981,2.037574771882469,1.9778194527049073,2.037574771882469,4728000,-0.025196145471769515,0.036344732495383274,1.8388669610023498,1.8241383373737334,1.6974064350128173,55.89393734482718,2.020809863610054,1.6274668111374129,-0.5511211388738189,1,0,blue,1,0,0
73,2002-05-30,1.9576208591461182,1.986236137919523,1.948362927623158,1.986236137919523,3941600,-0.0144065873500826,0.03337511027117723,1.867566466331482,1.8357528090476989,1.705082070827484,52.03580850089704,2.0352708507724278,1.63623476732297,-0.5538487765126008,1,0,blue,1,0,0
74,2002-05-31,2.035891532897949,2.04514930152669,1.9576203586483187,1.9576203586483187,2708000,0.039982549933581746,0.034141469470322115,1.8977808237075806,1.8498921275138855,1.7154677271842957,60.43096003579195,2.0642758717784595,1.6355083832493114,-0.5463878315155515,1,0,blue,1,0,0
75,2002-06-03,1.9567787647247314,2.0358915855365103,1.9475208353293467,2.0358915855365103,1817600,-0.03885902902725191,0.03567992781074947,1.914781665802002,1.8602020800113679,1.723042356967926,58.26253249134701,2.0743086678563754,1.6460954921663604,-0.5539290469364917,1,0,blue,1,0,0
76,2002-06-04,1.9719278812408447,2.0114842080908724,1.9273216875805657,1.9534120239911257,1933600,0.007741864736683368,0.034457719552226665,1.9320349931716918,1.86727175116539,1.729994180202484,63.05864693000625,2.086529172055495,1.6480143302752852,-0.5524849974647958,1,0,blue,1,1,0
77,2002-06-05,1.9567787647247314,1.9929686772405648,1.9449960622413558,1.977819396603492,1752000,-0.007682388722340394,0.034376267541228495,1.9551797270774842,1.8746359884738921,1.7359360599517821,68.27960714941162,2.0956095416383125,1.653662435309472,-0.5539290469364917,1,0,blue,1,0,0
78,2002-06-06,1.9567787647247314,1.9904437436252922,1.951729058021468,1.9567787647247317,1403200,0.0,0.033236017416000206,1.9720122456550597,1.8782129168510437,1.74144029378891,65.49710189008321,2.1022046113900146,1.654221222312073,-0.5539290469364917,1,0,blue,1,1,0
79,2002-06-07,1.9315299987792969,1.9559370473759121,1.898706505111744,1.9357380607874897,1752000,-0.012903229736850874,0.03312976773071496,1.9765570044517518,1.8786337554454804,1.7453959345817567,60.46230756426529,2.1030119407008474,1.6542555701901136,-0.5563358187826055,1,0,blue,1,0,0
80,2002-06-10,1.8936564922332764,1.960986436635115,1.8768239258691917,1.9315296862888418,854400,-0.01960803434062952,0.0324523480296382,1.9684773564338685,1.8804853200912475,1.7492674088478088,56.57276300661062,2.1047099245127314,1.6562607156697633,-0.5599460106417069,1,0,blue,1,0,0
81,2002-06-11,1.9146969318389893,1.9146969318389893,1.8953395947908895,1.903755877146178,323200,0.011111011786989478,0.03188293431208505,1.9561895728111267,1.8857454657554626,1.755495433807373,64.2585566347748,2.107884106518014,1.6636068249929115,-0.5579403863754626,1,0,blue,1,0,0
82,2002-06-12,1.8852401971817017,1.8953397690420153,1.8364259476658922,1.894498124676385,532000,-0.015384541630301563,0.031087374621352606,1.9460900187492371,1.8924784898757934,1.7618244481086731,57.676893194923814,2.1053363804241734,1.6796205993274136,-0.560748271711515,1,0,blue,1,0,0
83,2002-06-13,1.9323711395263672,1.9441540000055018,1.859991490572599,1.885240179191571,1297600,0.024999966802703888,0.02907520451309389,1.943565046787262,1.905565756559372,1.7691634154319764,53.99124491301241,2.0914704104210164,1.7196611026977273,-0.5562556392651968,1,0,blue,1,0,0
84,2002-06-14,1.8944977521896362,1.9306876501600123,1.7968692723532447,1.9306876501600123,718400,-0.01959943747970372,0.028780430323017674,1.9294256687164306,1.9136032462120056,1.7751557779312135,42.44823702911049,2.0812317119309105,1.745974780493101,-0.559865819760988,1,0,blue,1,1,0
85,2002-06-17,1.9374209642410278,1.9736108682076299,1.9020727046140267,1.9020727046140267,936800,0.022656776447362637,0.028460013689582106,1.9274898886680603,1.921135777235031,1.7827808952331543,40.16523647301673,2.0779579058073048,1.7643136486627573,-0.555774278077988,1,0,blue,1,1,0
86,2002-06-18,1.8953399658203125,1.9483622821419155,1.8768241089085893,1.9374212253072967,260000,-0.021720111012218934,0.029042052084370776,1.919831097126007,1.9259330451488494,1.7898842191696167,40.90905080536837,2.0726169810161705,1.7792491092815281,-0.5597855379737868,1,0,blue,1,0,0
87,2002-06-19,1.9357378482818604,1.9483621934478121,1.8936565907105154,1.8936565907105154,905600,0.02131431995845845,0.02735316294067363,1.91772700548172,1.936453366279602,1.7967013835906982,47.8617658556268,2.0486969193604727,1.8242098131987314,-0.5559347166559772,1,0,blue,1,1,0
88,2002-06-20,1.8431593179702759,1.923955427749152,1.8339015491147483,1.923955427749152,509600,-0.047825964860766734,0.028875269054226202,1.9063650608062743,1.939188653230667,1.8017174696922302,31.679983646596057,2.0381236438424986,1.8402536626188355,-0.5647595202440036,1,0,blue,1,1,0
89,2002-06-21,1.7674131393432617,1.8305350371769498,1.7589968541933125,1.8305350371769498,1016000,-0.041095839024066216,0.027584277860613324,1.889953374862671,1.9332551896572112,1.8059255981445312,31.884047062515847,2.0567789467013453,1.8097314326130771,-0.5719798244190344,1,0,blue,1,1,0
90,2002-06-24,1.7270146608352661,1.7674126251697513,1.6748338365077924,1.7674126251697513,1092800,-0.022857405327996405,0.02527661168827952,1.8732891917228698,1.9208832740783692,1.8097465777397155,27.64975023405698,2.0732351352805862,1.7685314128761525,-0.5758307025533955,1,0,blue,1,0,0
91,2002-06-25,1.6815670728683472,1.7497388280991213,1.6815670728683472,1.7270149096888634,829600,-0.026315693200275603,0.023948987397162724,1.8499762058258056,1.9030828893184661,1.8121367907524109,26.200857066572652,2.079342829595903,1.7268229490410292,-0.5801628736951038,1,0,blue,1,1,0
92,2002-06-26,1.5948796272277832,1.6622095709542721,1.5452237335317796,1.6622095709542721,2882400,-0.05155158366219437,0.025542773520674546,1.8209401488304138,1.8835150837898254,1.812052628993988,22.784794920691382,2.1025982525131925,1.6644319150664584,-0.5884261252152022,1,0,blue,1,0,0
93,2002-06-27,1.6832504272460938,1.6832504272460938,1.5915132661190001,1.6075041901254736,1632000,0.055409071951038946,0.02946474422258523,1.7960280776023865,1.8697965621948243,1.8123724484443664,32.94797508022816,2.1032322855283905,1.636360838861258,-0.5800024123904939,1,0,blue,1,1,0
94,2002-06-28,1.7665709257125854,1.7943445453916405,1.66894243468759,1.6790420057196263,3480000,0.04949976374151843,0.030329478802368942,1.7832353949546813,1.856330531835556,1.8143586778640748,41.78453329469907,2.0803039506864343,1.632357112984678,-0.5720601062062356,1,0,blue,1,0,0
95,2002-07-01,1.6613682508468628,1.7665714087819018,1.6537936106333575,1.7589967685683965,1088000,-0.05955191118255654,0.03180378259347764,1.755630123615265,1.8415600061416626,1.8134665632247924,35.23063512699608,2.076343899430831,1.606776112852494,-0.5820882729906982,1,0,blue,1,1,0
96,2002-07-02,1.5788888931274414,1.660526479668555,1.5039843017595405,1.660526479668555,1637600,-0.04964543994227555,0.032909835551394255,1.7239850163459778,1.8219080567359924,1.8113793325424195,33.17930327131157,2.075767886293249,1.568048227178736,-0.5899503996575479,1,0,blue,1,1,0
97,2002-07-03,1.5570067167282104,1.607504263970797,1.4518035601925205,1.5738392859848318,2226400,-0.013859224986938146,0.03291061447878017,1.6861119031906129,1.8019194543361663,1.8096119284629821,28.802292874700953,2.07340836642731,1.5304305422450226,-0.5920362602577522,1,0,blue,1,0,0
98,2002-07-05,1.599929928779602,1.6378029760340929,1.5654232997016555,1.5654232997016555,455200,0.027567775777864068,0.03394970459063322,1.6617889642715453,1.7840770125389098,1.808938636779785,33.45940528632002,2.0595883638877597,1.50856566119006,-0.5879447185747522,1,0,blue,1,0,0
99,2002-07-08,1.6672594547271729,1.712707291993506,1.5965629259977208,1.6075041433517336,1433600,0.04208279671280879,0.0358311651999384,1.6517735958099364,1.7708634853363037,1.80962877035141,35.23458034298727,2.041911319556737,1.4998156511158705,-0.5815267095594602,1,0,blue,1,0,0
100,2002-07-09,1.6411693096160889,1.719440486989837,1.6192870328912667,1.6580018795666547,2162400,-0.01564852131269112,0.03576708156985636,1.6431890606880188,1.7582391262054444,1.8100495862960815,35.86141261605556,2.0287251907838106,1.487753061627078,-0.584013683649603,1,0,blue,1,0,0
101,2002-07-10,1.6159206628799438,1.6916669088370968,1.594880030084774,1.6411693580232318,2144000,-0.015384547217770828,0.035569788812012476,1.6366244196891784,1.743300312757492,1.8105545735359192,31.904759399529766,2.0103839838529596,1.4762166416620244,-0.5864204441324065,1,0,blue,1,1,0
102,2002-07-11,1.5511151552200317,1.6066624014930733,1.49388462014423,1.603295823887553,2443200,-0.040104387021336674,0.036268177563081504,1.6322479724884034,1.7265940606594086,1.8095109629631043,32.939995097547666,1.9980584100845018,1.4551297112343153,-0.5925978577789213,1,0,blue,1,1,0
103,2002-07-12,1.488835096359253,1.5511153449334358,1.4787355228346915,1.5511153449334358,1052800,-0.04015179572656813,0.03597061322507518,1.6128064393997192,1.7044172585010529,1.8047810363769532,33.466513506637355,1.9775627372367761,1.4312717797653296,-0.5985345396969353,1,0,blue,1,0,0
104,2002-07-15,1.405514121055603,1.4871517060885038,1.329767806360883,1.4871517060885038,1300000,-0.055963871020639044,0.03725312221589176,1.576700758934021,1.6799680769443512,1.7978292155265807,31.844100141399593,1.9685754013392742,1.3913607525494283,-0.6064768913344346,1,0,blue,1,1,0
105,2002-07-16,1.3625913858413696,1.4198219310938471,1.3541751008582492,1.3844736625865688,1246400,-0.030538814638159995,0.03637501857167399,1.5468230724334717,1.6512265980243683,1.7900694489479065,31.935169304663603,1.9462990830411178,1.356154113007619,-0.6105683875641936,1,0,blue,1,0,0
106,2002-07-17,1.3541749715805054,1.4013059382483743,1.2035240626629216,1.3667993175863473,6398400,-0.006176770489171535,0.03643075183680218,1.524351680278778,1.6241683483123779,1.7805422592163085,35.04183252676937,1.9241954590533723,1.3241412375713835,-0.6113706599973119,1,0,blue,1,1,0
107,2002-07-18,1.3499667644500732,1.3802651594974595,1.3432336896728891,1.3541748258233277,1261600,-0.003107580053351988,0.035510472508457985,1.5036476850509644,1.5948797941207886,1.7713517141342163,26.869119830770927,1.8808801019055834,1.3088794863359938,-0.611771796213871,1,0,blue,1,0,0
108,2002-07-19,1.3280843496322632,1.347441768149093,1.317143213994685,1.3423919823688177,1353600,-0.016209595224163986,0.034774300815030246,1.4764631271362305,1.569126045703888,1.7602085971832275,16.73051103594665,1.8537509372951002,1.2845011541126758,-0.6138576795406959,1,0,blue,1,0,0
109,2002-07-22,1.3297679424285889,1.3861567616665351,1.3129354530841542,1.323034946690815,999200,0.001267685141227659,0.03443325261496675,1.442713975906372,1.5472437858581543,1.748341691493988,20.15153514913689,1.8349577068277958,1.2595298648885127,-0.6136971955094656,1,0,blue,1,1,0
110,2002-07-23,1.3466001749038696,1.3802651471710163,1.2834782917052507,1.3381838917052704,2536000,0.012658022455060536,0.034842009378743835,1.4132570624351501,1.5282230615615844,1.7381411910057067,26.288642105527018,1.8161946276251035,1.2402514954980652,-0.6120927074597804,1,0,blue,1,0,0
111,2002-07-24,1.4804186820983887,1.482943615390061,1.2615961064985568,1.3297677803647263,1784800,0.0993750852617199,0.0425633713938689,1.3997068643569945,1.5181656420230865,1.7315596842765808,43.63635355125558,1.7975084978479503,1.2388227861982226,-0.5993368121300535,1,0,blue,1,0,0
112,2002-07-25,1.4290796518325806,1.4812604885436562,1.3970979626096676,1.4812604885436562,560800,-0.03467872358449209,0.04176226141152243,1.3875033140182496,1.5098756432533265,1.7251296830177307,35.99996405227736,1.7894734160993013,1.2302778704073516,-0.6042305694296205,1,0,blue,1,1,0
113,2002-07-26,1.4762107133865356,1.4896767040684902,1.4299212299559543,1.4299212299559543,668800,0.03298001024191799,0.04034134253077979,1.3862408757209779,1.4995236575603486,1.7212413811683656,33.808866932963866,1.7671691748440104,1.2318781402766867,-0.5997379256199921,1,0,blue,1,0,0
114,2002-07-29,1.5401737689971924,1.5443819905408798,1.4778935348957623,1.4778935348957623,936000,0.04332921786207655,0.039917691492938716,1.3997068405151367,1.488203799724579,1.71736989736557,41.9570639370184,1.7257515737045555,1.2506560257446024,-0.5936408164872992,1,0,blue,1,0,0
115,2002-07-30,1.5107173919677734,1.5485904320018575,1.48546853808444,1.5401741473740798,716800,-0.01912535950316696,0.038047677713999306,1.414519441127777,1.4806712567806244,1.7118488383293151,41.67774874318785,1.7042421046225793,1.2571004089386695,-0.5964486677334205,1,0,blue,1,0,0
116,2002-07-31,1.472843885421753,1.4947261566970025,1.45011996980585,1.4938845123563493,777600,-0.025069881863667876,0.03687703900636055,1.426386332511902,1.47536900639534,1.7053178238868714,43.53267011847288,1.694109865087961,1.256628147702719,-0.600058859592522,1,0,blue,1,0,0
117,2002-08-01,1.404672384262085,1.464427691326035,1.364274256097745,1.464427691326035,1011200,-0.04628562594748242,0.03808029209128518,1.431856894493103,1.4677522897720336,1.6989046430587769,43.11292873971536,1.685128478214192,1.2503761013298753,-0.6065571276683948,1,0,blue,1,1,0
